pccode;pccode2010;pcname;province;province_id;districtid;nvoters;totalps_av;frnum_v600;frnum_p95;frnum_ecc;frnum_disq;frnum_comb;frnum_own;total_karzai;total_abd;total_others;total_v600;total_p95;total_ecc;total_disq;total_comb;total_own;totalv_pc;totalps;female;kuchi;femaleps;kuchips;response;herfind;pc_categ;iec_province;iec_district;iec_pcname;iec_mgrsgrid;iec_secure;iec_access;syn_mgrsgrid;syn_latitude;syn_longitude;geoimpute;lat;lon;cov;dist;segment50;dist50;segment100;dist100;conflict;elevation;slope;pc_vill_dist;vill_id;center;center_code;population;language;lang_code;region;region2;dist_prim_rd;dist_sec_rd;dist_tr_rd;dist_health_b;dist_health_d;dist_river_p;dist_river_sec;dist_river_s;lang_code2;access;center2;share_600;share_95;share_ecc;share_disq;share_comb;share_own;vote_600;vote_95;vote_ecc;vote_disq;vote_comb;vote_own;vote_comb_ind;ind_seg50;ind_seg100;prov_34_na;dist_34_na;distid;roshan_only;cov_all;dist_all;roshan_win_20km;roshan_win_10km;roshan_win_15km;roshan_win_5km;cov_pc;dist2;dist3;dist4;lat2;lon2;lat3;lon3;lat4;lon4;distance;measurement_error;_dist
101078;101078;Zayed Bin Haris.;Kabul;1;101;3400;7;0;5;0;0;0;0;1061;107;47;0;839;0;0;0;0;1215;7;0;6;0;.85714287;.35735294;.77071774;Other;Kabul;PROVINCIAL CENTER (KABUL) Nahia (5);Zayed Bin Haris.;42SWD0591920643;Secure;Road;42SWD0591920643;34.527451;69.064499;Original;34.527451;69.064499;1;23.692665;737;23757.01;402;33145.594;0;1874;1.6230979;162.86177;KBL-084;NA;0;0;Dari;1;RC-Central;East;641.5473;39.333767;542.17188;4067.0417;4255.3188;22984.641;6.8210688;10732.637;Dari;Road;No capital;0;.71428573;0;0;0;0;0;.69053501;0;0;0;0;0;0;1;Kabul;Kabul;101;0;1;23692.666376;0;0;0;0;1;561.34241;13299.697;315105.28;1192.1449;4769.9048;41161.723;329431.09;1421209.4;22751994;23.692665;-.48685038;23.205814
101498;101498;Black 8 Ahamd shah baba female School;Kabul;1;101;1200;3;1;0;0;0;0;0;1102;154;312;611;0;0;0;0;0;1568;3;1;0;.33333334;0;1.3066666;.51862586;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (12);Black 8 Ahamd shah baba female School;42SWD2246419792;Secure;Road;42SWD2246419792;34.519547;69.244751;Original;34.519547;69.244751;1;13.797392;691;19445.014;386;25301.477;0;1797;2.2977805;2105.9639;KBL-090;NA;0;0;Pashto;2;RC-Central;East;2620.8364;1662.3787;694.77179;3217.8638;7333.8872;32385.158;1628.9094;22036.469;Pashto;Road;No capital;.33333334;0;0;0;0;0;.38966838;0;0;0;0;0;0;1;0;Kabul;Kabul;101;0;1;16595.776163;0;0;0;0;1;190.36803;2626.5823;36239.984;1191.5991;4794.8354;41133.461;332017.19;1419908.4;22990448;13.797392;-1.4760038;12.321388
101186;101186;qabil boy,qabil boy high school;Kabul;1;101;2700;5;0;0;0;0;0;0;803;417;167;0;0;0;0;0;0;1387;5;2;0;.40000001;0;.5137037;.42897609;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (9);qabil boy,qabil boy high school;42SWD1680820556;Secure;Not accessible;42SWD1680820556;34.526546;69.183144;Original;34.526546;69.183144;1;16.931305;691;22554.52;386;29607.334;0;1801;.97116023;480.95123;KBL-116;Provincial;2;2536300;Dari;1;RC-Central;East;45.992649;2242.5513;100.30553;1945.0913;1945.0913;28092.17;795.42584;16945.184;Dari;Limited;Distr/Prov capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Kabul;Kabul;101;0;1;19027.006766;0;0;0;0;1;286.6691;4853.6816;82179.164;1192.0824;4786.3071;41158.488;331131.78;1421060.5;22908738;16.931305;-.010911492;16.920393
101176;101176;hood khail,hood khail high school;Kabul;1;101;5000;9;2;2;0;0;0;0;2449;112;290;1169;402;0;0;0;0;2851;9;2;2;.2857143;.22222222;.57020003;.74157363;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (9);hood khail,hood khail high school;42SWD1807922245;Secure;Road;42SWD1807922245;34.541756;69.197029;Original;34.541756;69.197029;1;17.732691;691;23411.801;386;27690.072;0;1796;.59130752;882.61719;KBL-057;NA;0;0;Dari;1;RC-Central;East;62.988815;2434.0222;135.26578;1815.0615;3363.3787;27592.439;812.42798;17009.309;Dari;Road;No capital;.22222222;.22222222;0;0;0;0;.41003156;.14100316;0;0;0;0;0;1;0;Kabul;Kabul;101;0;1;20091.421938;0;0;0;0;1;314.44833;5576.0151;98877.75;1193.1329;4788.229;41212.906;331331.22;1423566.1;22927136;17.732691;-.013760252;17.718931
101033;101033;deh bori,mahmod hotaky high school;Kabul;1;101;7200;12;0;0;0;0;0;0;819;398;487;0;0;0;0;0;0;1704;12;4;0;.33333334;0;.23666666;.31831276;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (3);deh bori,mahmod hotaky high school;42SWD1133918888;Secure;Road;42SWD1133918888;34.511578;69.123528;Original;34.511578;69.123528;1;19.430555;691;24659.143;331;31620.838;0;1819;.91728294;827.65753;KBL-006;NA;0;0;Dari;1;RC-Central;East;163.94443;914.55463;53.027256;4192.8257;2081.7693;26597.639;841.90576;14473.54;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;20699.259988;0;0;0;0;1;377.54648;7335.938;142541.34;1191.049;4778.062;41104.98;330276.5;1418597.8;22829878;19.430555;.51557881;19.946135
101256;101256;behinde oil tank barchi, etiahaad masque;Kabul;1;101;1500;3;0;0;0;0;0;0;511;45;851;0;0;0;0;0;0;1407;3;1;0;.33333334;0;.93800002;.48097569;Mosque;Kabul;PROVINCIAL CENTER (KABUL) Nahia (13);behinde oil tank barchi, etiahaad masque;42SWD1943121174;Secure;Road;42SWD1943121174;34.53207;69.211739;Original;34.53207;69.211739;1;16.18408;691;21870.482;386;27037.771;0;1797;2.2826192;226.11273;KBL-024;NA;0;0;Dari;1;RC-Central;East;557.46149;2274.4724;511.24582;225.68839;4492.5078;29280.436;880.26294;18712.115;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Kabul;Kabul;101;0;1;18652.880739;0;0;0;0;1;261.92444;4239.0063;68604.414;1192.4639;4790.2646;41178.246;331542.56;1421970.1;22946636;16.18408;-.13912173;16.044958
101184;101184;makroryan 3th,abdulhadi dawi high school;Kabul;1;101;4400;8;0;0;0;0;0;0;765;504;482;0;0;0;0;0;0;1751;8;3;0;.375;0;.39795455;.30346009;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (9);makroryan 3th,abdulhadi dawi high school;42SWD1670823206;Secure;Road;42SWD1670823206;34.550446;69.182106;Original;34.550446;69.182106;1;19.246677;691;24911.564;386;28492.502;0;1805;.76381534;770.94135;KBL-069;NA;0;0;Dari;1;RC-Central;East;1619.5468;1881.6803;291.96664;2797.7351;2797.7351;25956.236;2462.7605;15330.4;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Kabul;Kabul;101;0;1;21499.758498;0;0;0;0;1;370.4346;7129.6353;137221.78;1193.7333;4786.1636;41244.016;331116.91;1424999.1;22907364;19.246677;1.2873173;20.533995
101056;101056;karti parwan,wazir muhammad akbarkhan sacandry school;Kabul;1;101;3800;7;0;0;0;0;0;0;158;281;66;0;0;0;0;0;0;505;7;3;0;.42857143;0;.13289474;.41403392;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (4);karti parwan,wazir muhammad akbarkhan sacandry school;42SWD1337121275;Secure;Road;42SWD1337121275;34.533081;69.145706;Original;34.533081;69.145706;1;19.621181;691;25112.494;386;32337.783;0;1829;6.0628295;540.31104;KBL-010;NA;0;0;Dari;1;RC-Central;East;177.85756;1477.6084;79.052925;1587.1014;1587.1014;25524.248;1816.0039;13886.81;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Kabul;Kabul;101;0;1;21355.340307;0;0;0;0;1;384.99075;7553.9736;148217.89;1192.5337;4781.1289;41181.863;330594.53;1422136.6;22859192;19.621181;-.58777297;19.033409
101101;101101;dash haay haaji hasan,ahmadi masque;Kabul;1;101;2400;4;0;0;0;0;0;0;778;161;771;0;0;0;0;0;0;1710;4;1;0;.25;0;.71249998;.39092368;Mosque;Kabul;PROVINCIAL CENTER (KABUL) Nahia (6);dash haay haaji hasan,ahmadi masque;42SWD1050616988;Secure;Road;42SWD1050616988;34.494453;69.114433;Original;34.494453;69.114433;1;18.953392;691;23953.549;331;30619.039;0;1823;.64705896;630.77045;KBL-033;NA;0;0;Dari;1;RC-Central;East;1820.4304;595.81;75.009895;3201.2463;1726.5657;27993.992;1046.6321;15740.046;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;19900.292144;0;0;0;0;1;359.23108;6808.6475;129046.96;1189.8673;4776.8047;41043.824;330146.16;1415784.3;22817864;18.953392;-.030600455;18.922792
101179;101179;Department of Construction, makroryan,3,4;Kabul;1;101;2200;4;0;0;0;0;0;0;329;102;81;0;0;0;0;0;0;512;4;1;0;.25;0;.23272727;.45965576;Other;Kabul;PROVINCIAL CENTER (KABUL) Nahia (9);Department of Construction, makroryan,3,4;42SWD1745320460;Secure;Road;42SWD1745320460;34.525669;69.19017;Original;34.525669;69.19017;1;16.505219;691;22148.51;386;29092.033;0;1797;.31386968;934.79608;KBL-116;Provincial;2;2536300;Dari;1;RC-Central;East;332.47925;1773.6083;48.382416;2314.0728;2591.5918;28556.037;167.35487;17505.969;Dari;Road;Distr/Prov capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Kabul;Kabul;101;0;1;18678.551474;0;0;0;0;1;272.42224;4496.3887;74213.875;1192.0219;4787.2798;41155.352;331232.69;1420916;22918046;16.505219;-2.1968436;14.308374
101194;101194;balak haye sharwali,aziza afghan sacandary school;Kabul;1;101;2800;5;0;0;0;0;0;0;493;338;173;0;0;0;0;0;0;1004;5;2;0;.40000001;0;.35857144;.36263108;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (10);balak haye sharwali,aziza afghan sacandary school;42SWD1477222653;Secure;Road;42SWD1477222653;34.545486;69.160995;Original;34.545486;69.160995;1;19.823101;691;25422.682;386;30481.422;0;1792;.5023362;1203.3867;KBL-047;NA;0;0;Dari;1;RC-Central;East;1823.0132;2114.9102;149.70389;1616.1743;1616.1743;25184.844;1969.4075;14042.749;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Kabul;Kabul;101;0;1;21824.078874;0;0;0;0;1;392.95532;7789.5933;154413.89;1193.3906;4783.2432;41226.262;330813.88;1424181.3;22879416;19.823101;-.91550094;18.9076
101091;101091;part(B)khoshal mina,deh now deh boori;Kabul;1;101;2900;5;0;0;0;0;0;0;166;123;70;0;0;0;0;0;0;359;5;2;0;.40000001;0;.1237931;.34049237;Other;Kabul;PROVINCIAL CENTER (KABUL) Nahia (5);part(B)khoshal mina,deh now deh boori;42SWD1084020818;Secure;Road;42SWD1084020818;34.528988;69.118118;Original;34.528988;69.118118;1;21.072845;691;26399;331;33476.969;0;1826;2.3311863;358.91388;KBL-002;NA;0;0;Dari;1;RC-Central;East;106.02377;165.92439;226.6835;4106.6147;2980.2727;24651.852;1096.8066;12594.871;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;22490.837418;0;0;0;0;1;444.06482;9357.709;197193.56;1192.251;4777.3145;41167.219;330198.97;1421462.5;22822732;21.072845;-.22300169;20.849844
101262;101262;Musa Bin Jafar Masjid located in Dogh Abad.;Kabul;1;101;1000;2;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0;.5;0;0;;Other;Kabul;PROVINCIAL CENTER (KABUL) Nahia (13);Musa Bin Jafar Masjid located in Dogh Abad.;42SWD2130318745;Secure;Road;42SWD2130318745;34.510132;69.232079;Original;34.510132;69.232079;1;13.194875;691;18879.795;331;26795.57;0;1820;1.9143689;659.2641;KBL-095;NA;0;0;Pashto;2;RC-Central;East;2128.9458;249.12457;447.86768;3049.3904;6134.7935;32348.762;1355.6465;21624.541;Pashto;Road;No capital;0;0;0;1;1;0;;;;;;;;1;1;Kabul;Kabul;101;0;1;15798.167092;0;0;0;0;1;174.10472;2297.29;30312.453;1190.9492;4793.0806;41099.813;331834.94;1418360;22973622;13.194875;.49454963;13.689425
101127;101127;tani kot,technical institute;Kabul;1;101;4900;9;0;0;0;0;0;0;400;222;242;0;0;0;0;0;0;864;9;3;0;.33333334;0;.17632653;.31060585;Other;Kabul;PROVINCIAL CENTER (KABUL) Nahia (7);tani kot,technical institute;42SWD1503515183;Secure;Road;42SWD1503515183;34.478119;69.163734;Original;34.478119;69.163734;1;14.20397;691;19399.252;331;26433.012;0;1834;9.6035118;902.26892;KBL-008;NA;0;0;Dari;1;RC-Central;East;906.11932;2650.5359;33.739742;4549.6279;3198.262;31623.25;676.16431;19641.203;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;15452.342972;0;0;0;0;1;201.75276;2865.6902;40704.176;1188.7407;4783.6221;40985.543;330853.19;1413104.4;22883040;14.20397;-.26231077;13.941659
101234;101234;hisa awal khai khan,khalilullah khalili high school;Kabul;1;101;6100;10;0;0;0;0;0;0;394;1337;165;0;0;0;0;0;0;1896;11;4;0;.36363637;0;.31081969;.54220974;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (11);hisa awal khai khan,khalilullah khalili high school;42SWD0833416996;Secure;Road;42SWD0833416996;34.494545;69.090775;Original;34.494545;69.090775;1;20.748266;691;25645.531;331;32058.396;0;1836;.8723889;279.28513;KBL-011;NA;0;0;Dari;1;RC-Central;East;2667.3906;1506.3937;455.08261;3472.4861;279.09299;27194.906;1340.2838;14895.692;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;21545.198321;0;0;0;0;1;430.49054;8931.9326;185322.11;1189.8737;4773.5352;41044.148;329807.25;1415799.3;22786638;20.748266;.36612388;21.114389
101013;101013;Jafaria Masjid located in chandawal;Kabul;1;101;3800;7;0;0;0;0;0;0;945;230;726;0;0;0;0;0;0;1901;7;2;0;.2857143;0;.50026315;.37762535;Other;Kabul;PROVINCIAL CENTER (KABUL) Nahia (1);Jafaria Masjid located in chandawal;42SWD1579918955;Secure;Road;42SWD1579918955;34.512123;69.172119;Original;34.512123;69.172119;1;16.274345;691;21795.963;331;29244.631;0;1816;8.9890499;1418.839;KBL-116;Provincial;2;2536300;Dari;1;RC-Central;East;68.250786;2067.249;140.4496;2261.8286;2261.8286;28797.305;1733.5596;17248.064;Dari;Road;Distr/Prov capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;18097.714379;0;0;0;0;1;264.85431;4310.3306;70147.813;1191.0867;4784.7822;41106.93;330973.5;1418687.4;22894140;16.274345;-.96246505;15.31188
101084;101084;Changed from Haji Yaqub to Masjid Haji Syed Rahman;Kabul;1;101;2400;4;0;0;0;0;0;0;287;66;64;0;0;0;0;0;0;417;4;1;3;1;.75;.17375;.5061217;Other;Kabul;PROVINCIAL CENTER (KABUL) Nahia (5);Changed from Haji Yaqub to Masjid Haji Syed Rahman;42SWD0849519743;Secure;Road;42SWD0849519743;34.519318;69.09256;Original;34.519318;69.09256;1;22.170891;737;26496.418;331;34012.066;0;1839;.8986063;528.06305;KBL-050;NA;0;0;Dari;1;RC-Central;East;57.792683;1504.6914;289.49966;4719.2881;2485.8997;24693.246;177.55844;12406.838;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Kabul;Kabul;101;0;1;23248.03109;0;0;0;0;1;491.5484;10898.065;241619.83;1191.5833;4773.7817;41132.641;329832.81;1419870.8;22788992;22.170891;.25329232;22.424183
101142;101142;chahalsitoon vilage,eid gah masque;Kabul;1;101;1500;3;0;0;0;0;0;0;200;81;48;0;0;0;0;0;0;329;3;1;0;.33333334;0;.21933334;.43468741;Mosque;Kabul;PROVINCIAL CENTER (KABUL) Nahia (7);chahalsitoon vilage,eid gah masque;42SWD1431016708;Secure;Road;42SWD1431016708;34.491882;69.155861;Original;34.491882;69.155861;1;15.73741;691;21012.732;331;28110.881;0;1808;3.4478858;297.75269;KBL-039;NA;0;0;Dari;1;RC-Central;East;22.747646;957.53534;596.76361;4380.127;2111.6941;29929.955;1202.512;17972.695;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;17100.082723;0;0;0;0;1;247.66606;3897.6223;61338.477;1189.6899;4782.5332;41034.645;330740.19;1415362.1;22872622;15.73741;2.2842488;18.021658
101143;101143;aqaa ali shams cahalsitoon,sacandary aqaa ali shams school;Kabul;1;101;6500;11;0;0;0;0;0;0;770;542;292;0;0;0;0;0;0;1604;11;4;0;.36363637;0;.24676923;.35122994;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (7);aqaa ali shams cahalsitoon,sacandary aqaa ali shams school;42SWD1405215950;Secure;Road;42SWD1405215950;34.48505;69.153038;Original;34.48505;69.153038;1;15.464807;691;20650.088;331;27638.498;0;1810;1.2665249;429.94891;KBL-008;NA;0;0;Dari;1;RC-Central;East;143.74226;1655.527;439.85788;3977.7329;1974.7439;30464.301;853.81885;18434.088;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;16688.898292;0;0;0;0;1;239.16025;3698.5669;57197.621;1189.2186;4782.1426;41010.266;330699.69;1414241.1;22868888;15.464807;.32238093;15.787188
101220;101220;Medical institue, Qalae Fathullah road;Kabul;1;101;2000;4;0;0;0;0;0;0;67;47;24;0;0;0;0;0;0;138;4;2;0;.5;0;.068999998;.36294895;Other;Kabul;PROVINCIAL CENTER (KABUL) Nahia (10);Medical institue, Qalae Fathullah road;42SWD0690618040;Secure;Road;42SWD0690618040;34.503971;69.075233;Original;34.503971;69.075233;1;22.516811;737;25514.512;331;33794.09;0;1850;1.4874581;164.1519;KBL-012;NA;0;0;Dari;1;RC-Central;East;1803.0803;2739.3853;45.803753;2429.6169;1760.7108;25759.262;867.27991;13490.936;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Kabul;Kabul;101;0;1;23311.286686;0;0;0;0;1;507.00681;11416.177;257055.89;1190.524;4771.3877;41077.805;329584.72;1417347.5;22766142;22.516811;-.40590465;22.110907
101164;101164;qalacha,qala now masque;Kabul;1;101;2000;4;0;0;0;0;0;0;561;116;640;0;0;0;0;0;0;1317;4;1;0;.25;0;.65850002;.34203103;Mosque;Kabul;PROVINCIAL CENTER (KABUL) Nahia (8);qalacha,qala now masque;42SWD1907517329;Secure;Road;42SWD1907517329;34.497402;69.207771;Original;34.497402;69.207771;1;13.003768;691;18635.309;331;26320.426;0;1792;.95713174;83.623009;KBL-088;NA;0;0;Dari;1;RC-Central;East;286.28024;1290.0046;771.48828;1777.8351;5068.749;32018.092;404.72339;20746.795;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;15168.07363;0;0;0;0;1;169.09798;2198.9109;28594.127;1190.0708;4789.7158;41054.348;331485.53;1416268.4;22941376;13.003768;-.62110734;12.382661
101492;101492;Ashabe Keram Masjid located , Logar road.;Kabul;1;101;2000;4;0;0;0;0;0;0;330;84;88;0;0;0;0;0;0;502;4;1;0;.25;0;.25099999;.47120678;Other;Kabul;PROVINCIAL CENTER (KABUL) Nahia (8);Ashabe Keram Masjid located , Logar road.;42SWD1813218079;Secure;Road;42SWD1813218079;34.504185;69.197517;Original;34.504185;69.197517;1;14.162095;691;19772.766;331;27404.301;0;1797;.93493927;1137.8141;KBL-088;NA;0;0;Dari;1;RC-Central;East;42.650166;812.49316;198.94283;2926.2217;4348.9795;30846.404;3.6104672;19536.053;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;16241.993975;0;0;0;0;1;200.56494;2840.4197;40226.293;1190.5388;4788.2964;41078.57;331338.22;1417382.5;22927782;14.162095;.13218145;14.294276
101187;101187;qala wakil,mansoor halaaj masque;Kabul;1;101;1500;4;0;0;0;0;0;0;277;503;78;0;0;0;0;0;0;858;4;1;0;.25;0;.57200003;.44974497;Mosque;Kabul;PROVINCIAL CENTER (KABUL) Nahia (9);qala wakil,mansoor halaaj masque;42SWD1661823816;Secure;Not accessible;42SWD1661823816;34.555946;69.181137;Original;34.555946;69.181137;1;19.827276;691;25497.098;386;28310.467;0;1789;.91728294;274.15326;KBL-069;NA;0;0;Dari;1;RC-Central;East;2029.9744;1382.7471;305.25519;3261.4321;3261.4321;25435.117;1885.8483;14948.932;Dari;Limited;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Kabul;Kabul;101;0;1;22105.162178;0;0;0;0;1;393.12088;7794.5161;154544.03;1194.1134;4786.0298;41263.719;331102.97;1425906.9;22906080;19.827276;2.0378487;21.865126
101073;101073;bazar company,qala kashif high school;Kabul;1;101;7200;10;0;0;0;0;0;0;912;236;256;0;0;0;0;0;0;1404;11;4;0;.36363637;0;.19499999;.46250129;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (5);bazar company,qala kashif high school;42SWD0505120347;Secure;Road;42SWD0505120347;34.524784;69.055038;Original;34.524784;69.055038;1;22.941879;737;23011.426;402;32797.191;0;1884;1.6823388;600.40833;KBL-044;NA;0;0;Dari;1;RC-Central;East;113.5079;44.990299;1083.6045;3645.2581;4623.3408;23035.516;642.54095;10866.998;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Kabul;Kabul;101;0;1;22941.878914;0;0;0;0;1;526.32983;12074.995;277023.09;1191.9607;4768.5981;41152.188;329295.75;1420770.4;22739530;22.941879;1.1648929;24.106771
101156;101156;first raod shahshaheed,teacher bitaab high school;Kabul;1;101;4400;8;0;0;0;0;0;0;363;227;149;0;0;0;0;0;0;739;8;2;2;.33333334;.25;.16795455;.34678945;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (8);first raod shahshaheed,teacher bitaab high school;42SWD1845219136;Secure;Road;42SWD1845219136;34.51371;69.201027;Original;34.51371;69.201027;1;14.84888;691;20498.221;331;28211.057;0;1795;1.9773422;1117.5018;KBL-099;NA;0;0;Dari;1;RC-Central;East;183.37543;189.96497;616.45355;2450.0698;4005.4583;30217.041;794.73248;19110.664;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;17062.573843;0;0;0;0;1;220.48923;3274.0181;48615.5;1191.1962;4788.7822;41112.598;331388.66;1418948.4;22932434;14.84888;1.0495144;15.898395
101035;101035;jamal mina,no13jamal mina sacandry school;Kabul;1;101;4800;8;0;0;0;0;0;0;595;219;539;0;0;0;0;0;0;1353;8;3;0;.375;0;.28187501;.32950184;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (3);jamal mina,no13jamal mina sacandry school;42SWD1318719355;Moderate security;Road;42SWD1318719355;34.515766;69.143669;Original;34.515766;69.143669;1;18.345993;691;23728.762;331;30931.355;0;1859;5.7125144;206.40504;KBL-038;NA;0;0;Dari;1;RC-Central;East;723.56635;739.34589;418.1362;2439.2556;205.61223;27081.785;1373.0559;15200.075;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;19875.381899;0;0;0;0;1;336.57547;6174.811;113283.04;1191.3381;4780.8472;41119.949;330565.31;1419286.5;22856498;18.345993;.32939234;18.675385
101183;101183;makroryan 3th,abulqasam ferdowsi high school;Kabul;1;101;5500;10;0;0;0;0;0;0;987;663;527;0;0;0;0;0;0;2177;10;4;0;.40000001;0;.39581817;.3185322;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (9);makroryan 3th,abulqasam ferdowsi high school;42SWD1708923591;Secure;Road;42SWD1708923591;34.553909;69.186272;Original;34.553909;69.186272;1;19.392935;691;25068.029;386;27988.988;0;1790;1.080198;433.58472;KBL-069;NA;0;0;Dari;1;RC-Central;East;1511.4158;1394.4724;127.03296;3332.7053;3332.7053;25922.277;2217.7688;15468.596;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Kabul;Kabul;101;0;1;21708.424083;0;0;0;0;1;376.08591;7293.4097;141440.63;1193.9727;4786.7402;41256.422;331176.72;1425570.6;22912882;19.392935;.72870135;20.121635
101053;101053;charahi taymani,nasir khisrow sacandry school;Kabul;1;101;7200;12;0;0;0;0;0;0;1057;453;323;0;0;0;0;0;0;1833;12;4;0;.33333334;0;.25458333;.40755963;School;Kabul;PROVINCIAL CENTER (KABUL) Nahia (4);charahi taymani,nasir khisrow sacandry school;42SWD1343822858;Secure;Road and air;42SWD1343822858;34.547356;69.146461;Original;34.547356;69.146461;1;20.804413;691;26357.457;386;31620.996;0;1789;1.0380751;155.12943;KBL-047;NA;0;0;Dari;1;RC-Central;East;1681.0042;860.70355;153.47015;2365.4961;2365.4961;24227.41;874.04456;12857.234;Dari;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Kabul;Kabul;101;0;1;22674.079299;0;0;0;0;1;432.82361;9004.6406;187336.27;1193.5198;4781.2329;41232.953;330605.34;1424489.5;22860190;20.804413;.81521714;21.619631
101154;101154;Shahrak-e-Telayee Masjid;Kabul;1;101;2700;5;0;0;0;0;0;0;460;150;170;0;0;0;0;0;0;780;5;2;0;.40000001;0;.2888889;.40506253;Other;Kabul;PROVINCIAL CENTER (KABUL) Nahia (8);Shahrak-e-Telayee Masjid;42SWD1943118687;Secure;Road;42SWD1943118687;34.509644;69.211685;Original;34.509644;69.211685;1;13.973726;691;19643.377;331;27420.635;0;1815;2.3846953;964.25372;KBL-103;NA;0;0;Pashto;2;RC-Central;East;263.67792;81.411247;436.66821;2598.2712;5072.5449;31168.701;973.87646;20146.963;Pashto;Road;No capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;16298.991001;0;0;0;0;1;195.26503;2728.5801;38128.43;1190.9155;4790.2573;41098.07;331541.78;1418279.8;22946566;13.973726;.88282478;14.856551
101003;101003;maiwand avenue, majid e Akhir Jadah;Kabul;1;101;1500;3;0;0;0;0;0;0;282;126;57;0;0;0;0;0;0;465;3;1;0;.33333334;0;.31;.44632673;Other;Kabul;PROVINCIAL CENTER (KABUL) Nahia (1);maiwand avenue, majid e Akhir Jadah;42SWD1774219229;Secure;Road;42SWD1774219229;34.514561;69.193298;Original;34.514561;69.193298;1;15.334682;691;20960.965;331;28615.395;0;1797;.3775216;1447.6343;KBL-116;Provincial;2;2536300;Dari;1;RC-Central;East;170.0639;715.71387;270.36145;2778.1543;3329.6836;29688.055;175.15115;18484.434;Dari;Road;Distr/Prov capital;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;Kabul;Kabul;101;0;1;17454.744826;0;0;0;0;1;235.15248;3605.9888;55296.691;1191.2549;4787.7124;41115.641;331277.63;1419088.3;22922192;15.334682;-.021391753;15.313291
