st;year;div_rate;stpop;lfdivlaw
AK;1956;2.7;224000;1935
AK;1957;2.4000001;231000;1935
AK;1958;2.5;224000;1935
AK;1959;3;224000;1935
AK;1960;3.5;229000;1935
AK;1961;3.9000001;238000;1935
AK;1962;3.8;246000;1935
AK;1963;3.8;256000;1935
AK;1964;3.9000001;263000;1935
AK;1965;4.1999998;271000;1935
AK;1966;4.0999999;271000;1935
AK;1967;4.3000002;278000;1935
AK;1968;4.8000002;285000;1935
AK;1969;5.4000001;296000;1935
AK;1970;5.5999999;302583;1935
AK;1971;5.5;315510;1935
AK;1972;6.5999999;324464;1935
AK;1973;6.1999998;330543;1935
AK;1974;7.0999999;341063;1935
AK;1975;7.6999998;376170;1935
AK;1976;8.1999998;400969;1935
AK;1977;9;403436;1935
AK;1978;8.6999998;404766;1935
AK;1979;8.6999998;402753;1935
AK;1980;8.8000002;401851;1935
AK;1981;8.3000002;418491;1935
AK;1982;7.8000002;449606;1935
AK;1983;8.1000004;488417;1935
AK;1984;7.6999998;513702;1935
AK;1985;7.6999998;532495;1935
AK;1986;7;544268;1935
AK;1987;6.5;539309;1935
AK;1988;6.4000001;541983;1935
AK;1989;6.3000002;547159;1935
AK;1990;5.6999998;553120;1935
AK;1991;5.9725299;569273;1935
AK;1992;6.302453;587073;1935
AK;1993;5.6181564;596993;1935
AK;1994;5.3161378;600624;1935
AK;1995;4.9888167;601345;1935
AK;1996;4.6287265;604918;1935
AK;1997;4.8386621;608846;1935
AK;1998;5.221024;615205;1935
AL;1956;3.3;3071000;1971
AL;1957;3.4000001;3109000;1971
AL;1958;3.9000001;3163000;1971
AL;1959;4.6999998;3204000;1971
AL;1960;5.3000002;3274000;1971
AL;1961;5.3000002;3316000;1971
AL;1962;3.7;3323000;1971
AL;1963;3.7;3358000;1971
AL;1964;3.2;3395000;1971
AL;1965;3.2;3443000;1971
AL;1966;3.2;3464000;1971
AL;1967;3.4000001;3458000;1971
AL;1968;3.5999999;3446000;1971
AL;1969;4;3440000;1971
AL;1970;4.4000001;3444354;1971
AL;1971;4.8000002;3497076;1971
AL;1972;5.4000001;3539400;1971
AL;1973;5.6999998;3579780;1971
AL;1974;5.8000002;3626499;1971
AL;1975;6.1999998;3678814;1971
AL;1976;6.4000001;3735139;1971
AL;1977;6.3000002;3780403;1971
AL;1978;6.5;3831836;1971
AL;1979;6.9000001;3866248;1971
AL;1980;6.9000001;3893888;1971
AL;1981;6.8000002;3918531;1971
AL;1982;6.3000002;3925266;1971
AL;1983;6.4000001;3934102;1971
AL;1984;6.4000001;3951820;1971
AL;1985;6.1999998;3972523;1971
AL;1986;6.3000002;3991569;1971
AL;1987;6;4015264;1971
AL;1988;5.8000002;4023844;1971
AL;1989;6.1999998;4030222;1971
AL;1990;6.3000002;4048508;1971
AL;1991;6.6242566;4091025;1971
AL;1992;6.522891;4139269;1971
AL;1993;6.2283068;4193114;1971
AL;1994;6.3896112;4232965;1971
AL;1995;6.0993762;4262731;1971
AL;1996;6.0134211;4290403;1971
AL;1997;5.1959581;4320281;1971
AL;1998;6.0385604;4351037;1971
AR;1956;2.8;1704000;2000
AR;1957;3.0999999;1733000;2000
AR;1958;2.9000001;1726000;2000
AR;1959;3.2;1756000;2000
AR;1960;2.9302452;1789000;2000
AR;1961;3.2;1806000;2000
AR;1962;3.4000001;1853000;2000
AR;1963;3.4000001;1875000;2000
AR;1964;3.0999999;1897000;2000
AR;1965;3.4000001;1894000;2000
AR;1966;3.8;1899000;2000
AR;1967;4.0999999;1901000;2000
AR;1968;4.3000002;1902000;2000
AR;1969;4.5999999;1913000;2000
AR;1970;4.8000002;1923322;2000
AR;1971;6.5999999;1972312;2000
AR;1972;7.1999998;2018638;2000
AR;1973;7.4000001;2059256;2000
AR;1974;7.5;2101403;2000
AR;1975;6.1999998;2159526;2000
AR;1976;6.5999999;2170161;2000
AR;1977;6.6999998;2209010;2000
AR;1978;6.6999998;2243127;2000
AR;1979;6.8000002;2271333;2000
AR;1980;6.9000001;2286435;2000
AR;1981;7.1999998;2293201;2000
AR;1982;6.8000002;2294257;2000
AR;1983;6.6999998;2305761;2000
AR;1984;6.5;2319768;2000
AR;1985;7;2327046;2000
AR;1986;7.0999999;2331984;2000
AR;1987;6.6999998;2342355;2000
AR;1988;7;2342656;2000
AR;1989;7.0999999;2346358;2000
AR;1990;7.0999999;2354343;2000
AR;1991;7.9724431;2370666;2000
AR;1992;7.6855669;2394098;2000
AR;1993;7.202909;2423743;2000
AR;1994;6.8285179;2450605;2000
AR;1995;6.4512982;2480121;2000
AR;1996;6.0682082;2504858;2000
AR;1997;5.8724084;2524007;2000
AR;1998;6.0578313;2538202;2000
AZ;1956;5.5;1053000;1973
AZ;1957;4.8000002;1125000;1973
AZ;1958;5;1193000;1973
AZ;1959;5.1999998;1261000;1973
AZ;1960;3.7;1321000;1973
AZ;1961;5;1407000;1973
AZ;1962;5.3000002;1471000;1973
AZ;1963;5.5999999;1521000;1973
AZ;1964;5.6999998;1556000;1973
AZ;1965;5.4000001;1584000;1973
AZ;1966;5.6999998;1614000;1973
AZ;1967;6.1999998;1646000;1973
AZ;1968;6.4000001;1682000;1973
AZ;1969;7;1737000;1973
AZ;1970;7.1999998;1775399;1973
AZ;1971;7.6999998;1895814;1973
AZ;1972;6.5999999;2008291;1973
AZ;1973;6.5999999;2124438;1973
AZ;1974;7.5999999;2223196;1973
AZ;1975;7.6999998;2284847;1973
AZ;1976;8.1000004;2346157;1973
AZ;1977;6.8000002;2425197;1973
AZ;1978;6.9000001;2515316;1973
AZ;1979;7.5999999;2635571;1973
AZ;1980;7.3000002;2718215;1973
AZ;1981;7.5;2810107;1973
AZ;1982;7;2889861;1973
AZ;1983;6.6999998;2968925;1973
AZ;1984;6.5999999;3067135;1973
AZ;1985;6.5999999;3183538;1973
AZ;1986;7;3308262;1973
AZ;1987;7;3437103;1973
AZ;1988;7.0999999;3535183;1973
AZ;1989;6.4000001;3622185;1973
AZ;1990;6.8000002;3679056;1973
AZ;1991;6.591548;3762394;1973
AZ;1992;6.6195488;3867333;1973
AZ;1993;5.9410677;3993390;1973
AZ;1994;5.9126315;4147561;1973
AZ;1995;6.4083095;4306908;1973
AZ;1996;5.8208952;4432308;1973
AZ;1997;5.7912569;4552207;1973
AZ;1998;5.52742;4667277;1973
CA;1956;3.0999999;13713000;1970
CA;1957;3.0999999;14264000;1970
CA;1958;2.9000001;14880000;1970
CA;1959;3.0999999;15467000;1970
CA;1960;3.0999999;15870000;1970
CA;1961;3.0999999;16497000;1970
CA;1962;3.2;17072000;1970
CA;1963;3.2;17668000;1970
CA;1964;3.3;18151000;1970
CA;1965;3.8;18585000;1970
CA;1966;3.7;18858000;1970
CA;1967;3.7;19176000;1970
CA;1968;3.9000001;19394000;1970
CA;1969;4.1999998;19711000;1970
CA;1970;5.6999998;19971069;1970
CA;1971;5.3000002;20345939;1970
CA;1972;5.4000001;20585469;1970
CA;1973;5.5999999;20868728;1970
CA;1974;5.6999998;21173865;1970
CA;1975;6;21537849;1970
CA;1976;6.0999999;21935909;1970
CA;1977;5.9000001;22352396;1970
CA;1978;5.8000002;22835958;1970
CA;1979;5.9000001;23256880;1970
CA;1980;5.5999999;23667902;1970
CA;1981;5.5;24285933;1970
CA;1982;5.4000001;24820009;1970
CA;1983;5.0999999;25360026;1970
CA;1984;5.5999999;25844393;1970
CA;1985;5.1999998;26441109;1970
CA;1986;5.0999999;27102237;1970
CA;1987;4.9000001;27777158;1970
CA;1988;4.5999999;28464249;1970
CA;1989;4.5;29218164;1970
CA;1990;4.3000002;29950111;1970
CA;1991;;30414114;1970
CA;1992;;30875920;1970
CA;1993;;31147208;1970
CA;1994;;31317179;1970
CA;1995;;31493525;1970
CA;1996;;31780829;1970
CA;1997;;32217708;1970
CA;1998;;32682794;1970
CO;1956;3.5;1625000;1971
CO;1957;3;1664000;1971
CO;1958;3.4000001;1667000;1971
CO;1959;3.5;1710000;1971
CO;1960;2.7;1769000;1971
CO;1961;3.0999999;1844000;1971
CO;1962;3.5999999;1899000;1971
CO;1963;3.5;1936000;1971
CO;1964;3.2;1970000;1971
CO;1965;3.4000001;1985000;1971
CO;1966;3.7;2007000;1971
CO;1967;4;2053000;1971
CO;1968;4.1999998;2120000;1971
CO;1969;4.3000002;2166000;1971
CO;1970;4.6999998;2209596;1971
CO;1971;5.0999999;2303524;1971
CO;1972;5.1999998;2404619;1971
CO;1973;5.8000002;2495868;1971
CO;1974;5.9000001;2541406;1971
CO;1975;6.0999999;2586192;1971
CO;1976;6.6999998;2632306;1971
CO;1977;7.5999999;2696140;1971
CO;1978;6.6999998;2766748;1971
CO;1979;5.8000002;2849234;1971
CO;1980;6.4000001;2889964;1971
CO;1981;6.5999999;2977898;1971
CO;1982;6.0999999;3061564;1971
CO;1983;6.1999998;3133630;1971
CO;1984;5.8000002;3169992;1971
CO;1985;5.9000001;3208723;1971
CO;1986;5.8000002;3237450;1971
CO;1987;5.5999999;3260480;1971
CO;1988;5.6999998;3262281;1971
CO;1989;5.6999998;3275818;1971
CO;1990;5.5999999;3303862;1971
CO;1991;5.6717505;3367567;1971
CO;1992;5.6358461;3459995;1971
CO;1993;5.2781839;3560884;1971
CO;1994;5.2376771;3653910;1971
CO;1995;;3738061;1971
CO;1996;;3812716;1971
CO;1997;;3891293;1971
CO;1998;;3968967;1971
CT;1956;1.2;2316000;1973
CT;1957;1.2;2359000;1973
CT;1958;1;2446000;1973
CT;1959;1.1;2523000;1973
CT;1960;1;2544000;1973
CT;1961;1.1;2586000;1973
CT;1962;1.1;2647000;1973
CT;1963;1.2;2727000;1973
CT;1964;1.3;2798000;1973
CT;1965;1.3;2857000;1973
CT;1966;1.5;2903000;1973
CT;1967;1.6;2935000;1973
CT;1968;1.8;2964000;1973
CT;1969;1.9;3000000;1973
CT;1970;1.9;3032217;1973
CT;1971;2.3;3060938;1973
CT;1972;2.7;3068699;1973
CT;1973;2.5999999;3067814;1973
CT;1974;3.5;3074047;1973
CT;1975;4;3082500;1973
CT;1976;3.8;3083335;1973
CT;1977;4;3085722;1973
CT;1978;4.0999999;3091627;1973
CT;1979;4.5999999;3095917;1973
CT;1980;4.3000002;3107576;1973
CT;1981;4.3000002;3128836;1973
CT;1982;4.0999999;3139013;1973
CT;1983;3.8;3162354;1973
CT;1984;3.7;3180014;1973
CT;1985;3.5;3201131;1973
CT;1986;3.5999999;3223740;1973
CT;1987;3.8;3247291;1973
CT;1988;3.7;3271953;1973
CT;1989;3.7;3283403;1973
CT;1990;3.5;3289056;1973
CT;1991;;3288640;1973
CT;1992;3.0839722;3274997;1973
CT;1993;2.7793694;3272325;1973
CT;1994;3.1205387;3268346;1973
CT;1995;3.246263;3265293;1973
CT;1996;3.2139282;3267030;1973
CT;1997;3.4407072;3268514;1973
CT;1998;2.9380641;3272563;1973
DC;1956;1.4;759000;2000
DC;1957;2.5;763000;2000
DC;1958;1.5;757000;2000
DC;1959;1.6;761000;2000
DC;1960;1.5;765000;2000
DC;1961;1.5;778000;2000
DC;1962;1.5;788000;2000
DC;1963;1.5;798000;2000
DC;1964;1.5;798000;2000
DC;1965;1.7;797000;2000
DC;1966;2.3;791000;2000
DC;1967;2.3;791000;2000
DC;1968;2.7;778000;2000
DC;1969;2.9000001;762000;2000
DC;1970;3;756668;2000
DC;1971;3.5;749781;2000
DC;1972;4.5;742241;2000
DC;1973;4.0999999;731488;2000
DC;1974;4.4000001;717947;2000
DC;1975;5.3000002;706871;2000
DC;1976;4.4000001;692295;2000
DC;1977;4.5999999;677228;2000
DC;1978;5.0999999;665052;2000
DC;1979;6.8000002;650016;2000
DC;1980;7.3000002;638333;2000
DC;1981;6.1999998;636893;2000
DC;1982;5.6999998;634174;2000
DC;1983;4.9000001;632433;2000
DC;1984;4.9000001;633382;2000
DC;1985;4.3000002;634549;2000
DC;1986;3.7;638269;2000
DC;1987;4.0999999;636930;2000
DC;1988;3.4000001;630432;2000
DC;1989;4.4000001;624168;2000
DC;1990;3.8;603814;2000
DC;1991;3.8770208;593239;2000
DC;1992;4.6218395;584183;2000
DC;1993;3.8934135;576358;2000
DC;1994;3.4355078;564982;2000
DC;1995;3.4465683;551273;2000
DC;1996;;538273;2000
DC;1997;2.2316701;528752;2000
DC;1998;2.1019282;521426;2000
DE;1956;1.5;408000;2000
DE;1957;1.6;426000;2000
DE;1958;1.3;433000;2000
DE;1959;1.4;441000;2000
DE;1960;1.6;449000;2000
DE;1961;1.3;461000;2000
DE;1962;1.2;469000;2000
DE;1963;1.3;483000;2000
DE;1964;1.3;497000;2000
DE;1965;1.5;507000;2000
DE;1966;1.6;516000;2000
DE;1967;1.7;525000;2000
DE;1968;1.9;534000;2000
DE;1969;2.9000001;540000;2000
DE;1970;3.2;548104;2000
DE;1971;3.2;564708;2000
DE;1972;3.2;572913;2000
DE;1973;3.8;577759;2000
DE;1974;4;581418;2000
DE;1975;4.6999998;586589;2000
DE;1976;5.5;590166;2000
DE;1977;5.0999999;591829;2000
DE;1978;5.5;594776;2000
DE;1979;5.1999998;594984;2000
DE;1980;3.9000001;594338;2000
DE;1981;5;595975;2000
DE;1982;5.4000001;599148;2000
DE;1983;5;605458;2000
DE;1984;4.6999998;611565;2000
DE;1985;4.8000002;618280;2000
DE;1986;4.9000001;627559;2000
DE;1987;4.5999999;636947;2000
DE;1988;4.5999999;647622;2000
DE;1989;4.4000001;658273;2000
DE;1990;4.5;669063;2000
DE;1991;4.4085555;680495;2000
DE;1992;4.9264083;690158;2000
DE;1993;4.839344;699475;2000
DE;1994;4.404192;708416;2000
DE;1995;5.1513019;718265;2000
DE;1996;4.5386405;727090;2000
DE;1997;3.9998693;735024;2000
DE;1998;4.5331998;744066;2000
FL;1956;5.0999999;4047000;1971
FL;1957;4.4000001;4372000;1971
FL;1958;3.8;4630000;1971
FL;1959;4.0999999;4808000;1971
FL;1960;3.9000001;5004000;1971
FL;1961;4.1999998;5243000;1971
FL;1962;4.0999999;5458000;1971
FL;1963;4.0999999;5628000;1971
FL;1964;4.1999998;5781000;1971
FL;1965;4.4000001;5954000;1971
FL;1966;4.3000002;6104000;1971
FL;1967;4.6999998;6242000;1971
FL;1968;5.0999999;6433000;1971
FL;1969;5.5;6641000;1971
FL;1970;5.5;6791418;1971
FL;1971;6.0999999;7158304;1971
FL;1972;6.9000001;7511463;1971
FL;1973;7.0999999;7913696;1971
FL;1974;7.1999998;8298762;1971
FL;1975;7.4000001;8518422;1971
FL;1976;7.3000002;8667379;1971
FL;1977;7;8856183;1971
FL;1978;7.1999998;9102032;1971
FL;1979;7.4000001;9426159;1971
FL;1980;7.3000002;9746324;1971
FL;1981;7.4000001;10192774;1971
FL;1982;6.8000002;10471407;1971
FL;1983;6.5999999;10749851;1971
FL;1984;6.9000001;11039925;1971
FL;1985;6.8000002;11351118;1971
FL;1986;6.6999998;11667505;1971
FL;1987;6.5999999;11997283;1971
FL;1988;6.4000001;12306395;1971
FL;1989;6.3000002;12637715;1971
FL;1990;6.1999998;13018365;1971
FL;1991;6.2229595;13289497;1971
FL;1992;6.227427;13504775;1971
FL;1993;6.0496912;13713593;1971
FL;1994;5.9864068;13961798;1971
FL;1995;5.6043525;14185403;1971
FL;1996;5.5590558;14426911;1971
FL;1997;5.6493921;14683350;1971
FL;1998;5.3752861;14908230;1971
GA;1956;2.0999999;3701000;1973
GA;1957;2.3;3766000;1973
GA;1958;2.0999999;3804000;1973
GA;1959;2.2;3868000;1973
GA;1960;2.3;3956000;1973
GA;1961;2.4000001;4015000;1973
GA;1962;2.4000001;4086000;1973
GA;1963;2.5;4172000;1973
GA;1964;2.5999999;4258000;1973
GA;1965;2.7;4332000;1973
GA;1966;2.9000001;4379000;1973
GA;1967;3.2;4408000;1973
GA;1968;3.4000001;4482000;1973
GA;1969;3.7;4551000;1973
GA;1970;4.0999999;4587930;1973
GA;1971;4.3000002;4711550;1973
GA;1972;4.5999999;4809490;1973
GA;1973;5.0999999;4910374;1973
GA;1974;5.4000001;4999419;1973
GA;1975;5.8000002;5064075;1973
GA;1976;6.0999999;5132812;1973
GA;1977;5.9000001;5219697;1973
GA;1978;6;5295751;1973
GA;1979;6.1999998;5401384;1973
GA;1980;6.4000001;5463105;1973
GA;1981;6.3000002;5568345;1973
GA;1982;5.9000001;5649792;1973
GA;1983;5.8000002;5728250;1973
GA;1984;5.3000002;5834954;1973
GA;1985;5.5999999;5962661;1973
GA;1986;5.5999999;6084666;1973
GA;1987;5.5;6208467;1973
GA;1988;5.5;6316142;1973
GA;1989;5.4000001;6411099;1973
GA;1990;5.6999998;6506531;1973
GA;1991;6.3431854;6621279;1973
GA;1992;5.8584442;6759474;1973
GA;1993;5.3670592;6894092;1973
GA;1994;5.5846663;7045900;1973
GA;1995;5.1749048;7188538;1973
GA;1996;4.8961945;7332225;1973
GA;1997;4.843514;7486094;1973
GA;1998;4.6818433;7636522;1973
HI;1956;2.3;559000;1973
HI;1957;2;584000;1973
HI;1958;2;605000;1973
HI;1959;2.2;622000;1973
HI;1960;2;642000;1973
HI;1961;2.4000001;659000;1973
HI;1962;2.0999999;684000;1973
HI;1963;2.2;682000;1973
HI;1964;2.4000001;700000;1973
HI;1965;1.6;704000;1973
HI;1966;1.2;710000;1973
HI;1967;1.9;723000;1973
HI;1968;2.4000001;734000;1973
HI;1969;2.9000001;750000;1973
HI;1970;3.4000001;769913;1973
HI;1971;4.5999999;801644;1973
HI;1972;4.6999998;828331;1973
HI;1973;4.9000001;851595;1973
HI;1974;4.6999998;867978;1973
HI;1975;4.8000002;886160;1973
HI;1976;5.1999998;904191;1973
HI;1977;5;918259;1973
HI;1978;5.1999998;931584;1973
HI;1979;5.3000002;953306;1973
HI;1980;4.5999999;964691;1973
HI;1981;4.3000002;978195;1973
HI;1982;4.1999998;993780;1973
HI;1983;4.5;1012717;1973
HI;1984;4.5999999;1027922;1973
HI;1985;4.5999999;1039698;1973
HI;1986;4.4000001;1051762;1973
HI;1987;4.0999999;1067918;1973
HI;1988;4.5999999;1079828;1973
HI;1989;5.0999999;1094588;1973
HI;1990;4.5999999;1112703;1973
HI;1991;4.5076418;1131412;1973
HI;1992;4.3481059;1149926;1973
HI;1993;4.2866688;1161508;1973
HI;1994;4.1536651;1173903;1973
HI;1995;4.6590824;1180490;1973
HI;1996;4.0525684;1184434;1973
HI;1997;4.0031209;1189322;1973
HI;1998;4.0404143;1190472;1973
IA;1956;1.8;2703000;1970
IA;1957;1.5;2716000;1970
IA;1958;1.6;2708000;1970
IA;1959;1.7;2729000;1970
IA;1960;1.7;2756000;1970
IA;1961;1.7;2756000;1970
IA;1962;1.7;2750000;1970
IA;1963;1.8;2747000;1970
IA;1964;1.8;2746000;1970
IA;1965;1.9;2742000;1970
IA;1966;2;2762000;1970
IA;1967;2.2;2793000;1970
IA;1968;2.3;2803000;1970
IA;1969;2.5;2805000;1970
IA;1970;2.5;2825368;1970
IA;1971;2.7;2851705;1970
IA;1972;3;2860287;1970
IA;1973;3.2;2863715;1970
IA;1974;3.3;2867530;1970
IA;1975;3.5999999;2880847;1970
IA;1976;3.7;2903082;1970
IA;1977;3.7;2913573;1970
IA;1978;3.8;2918069;1970
IA;1979;3.9000001;2915739;1970
IA;1980;4.0999999;2913808;1970
IA;1981;4.0999999;2907983;1970
IA;1982;3.7;2888189;1970
IA;1983;3.5999999;2870543;1970
IA;1984;3.5999999;2858618;1970
IA;1985;3.7;2829684;1970
IA;1986;3.5999999;2791970;1970
IA;1987;3.7;2767011;1970
IA;1988;3.8;2768388;1970
IA;1989;3.8;2770592;1970
IA;1990;3.9000001;2779769;1970
IA;1991;4.3708377;2791227;1970
IA;1992;3.9188819;2806923;1970
IA;1993;3.875165;2820525;1970
IA;1994;3.8534372;2829422;1970
IA;1995;3.6960638;2840860;1970
IA;1996;3.4755464;2848473;1970
IA;1997;3.4357531;2854396;1970
IA;1998;3.3365664;2861025;1970
ID;1956;3.5999999;628000;1971
ID;1957;3.7;642000;1971
ID;1958;3.7;646000;1971
ID;1959;4;657000;1971
ID;1960;3.9000001;671000;1971
ID;1961;3.9000001;684000;1971
ID;1962;3.7;692000;1971
ID;1963;4.0999999;683000;1971
ID;1964;4.1999998;680000;1971
ID;1965;4.0999999;686000;1971
ID;1966;4.4000001;689000;1971
ID;1967;4.5;688000;1971
ID;1968;4.6999998;695000;1971
ID;1969;4.9000001;707000;1971
ID;1970;5.0999999;713015;1971
ID;1971;5;738753;1971
ID;1972;5;763237;1971
ID;1973;5.5999999;782074;1971
ID;1974;6;807990;1971
ID;1975;6.3000002;831982;1971
ID;1976;6.5999999;856983;1971
ID;1977;6.8000002;883469;1971
ID;1978;7;910690;1971
ID;1979;6.9000001;932627;1971
ID;1980;7;943935;1971
ID;1981;7;962204;1971
ID;1982;6.3000002;973721;1971
ID;1983;6.3000002;981869;1971
ID;1984;6.1999998;990839;1971
ID;1985;6.1999998;994051;1971
ID;1986;6.0999999;990224;1971
ID;1987;5.9000001;984997;1971
ID;1988;6;985664;1971
ID;1989;6.3000002;994416;1971
ID;1990;6.4000001;1011882;1971
ID;1991;6.2565274;1038915;1971
ID;1992;6.2822905;1066490;1971
ID;1993;6.4247861;1101204;1971
ID;1994;6.1014972;1135459;1971
ID;1995;5.8369098;1165000;1971
ID;1996;5.8937144;1187706;1971
ID;1997;5.9034986;1210638;1971
ID;1998;5.7014127;1230923;1971
IL;1956;;9530000;2000
IL;1957;;9668000;2000
IL;1958;2.0999999;9886000;2000
IL;1959;2.3;9986000;2000
IL;1960;2.2;10086000;2000
IL;1961;2.5999999;10130000;2000
IL;1962;1.8;10280000;2000
IL;1963;2;10402000;2000
IL;1964;2;10580000;2000
IL;1965;2.3;10693000;2000
IL;1966;2.5999999;10836000;2000
IL;1967;2.5999999;10947000;2000
IL;1968;2.9000001;10995000;2000
IL;1969;3.3;11039000;2000
IL;1970;3.3;11110285;2000
IL;1971;3.5999999;11202397;2000
IL;1972;3.8;11251948;2000
IL;1973;4;11251367;2000
IL;1974;4.3000002;11262145;2000
IL;1975;4.5;11291743;2000
IL;1976;4.5999999;11342853;2000
IL;1977;4.3000002;11386316;2000
IL;1978;4.4000001;11412561;2000
IL;1979;4.5999999;11396837;2000
IL;1980;4.5;11426518;2000
IL;1981;4.5;11443458;2000
IL;1982;4.3000002;11423412;2000
IL;1983;4.4000001;11408818;2000
IL;1984;4.1999998;11412132;2000
IL;1985;4.1999998;11399806;2000
IL;1986;4;11387257;2000
IL;1987;4.0999999;11391178;2000
IL;1988;4;11390183;2000
IL;1989;4;11409782;2000
IL;1990;4;11446979;2000
IL;1991;;11535973;2000
IL;1992;3.7472508;11635197;2000
IL;1993;3.7010114;11725984;2000
IL;1994;3.6618426;11804986;2000
IL;1995;3.2646372;11884935;2000
IL;1996;3.3799038;11953003;2000
IL;1997;3.3307223;12011509;2000
IL;1998;3.3595493;12069774;2000
IN;1956;2.7;4458000;1973
IN;1957;2.7923875;4529000;1973
IN;1958;2.6739864;4583000;1973
IN;1959;1.712317;4613000;1973
IN;1960;2.7;4674000;1973
IN;1961;3.2;4730000;1973
IN;1962;3.3;4736000;1973
IN;1963;3.2;4799000;1973
IN;1964;3.3;4856000;1973
IN;1965;3.9000001;4922000;1973
IN;1966;3.5999999;4999000;1973
IN;1967;3.5999999;5053000;1973
IN;1968;4.6999998;5093000;1973
IN;1969;4.5999999;5143000;1973
IN;1970;;5195392;1973
IN;1971;;5253396;1973
IN;1972;;5302435;1973
IN;1973;;5338277;1973
IN;1974;6.3000002;5361890;1973
IN;1975;;5365766;1973
IN;1976;5.8000002;5389088;1973
IN;1977;6.1999998;5425638;1973
IN;1978;7.4000001;5470214;1973
IN;1979;7.5999999;5501174;1973
IN;1980;7.3000002;5490224;1973
IN;1981;6.4000001;5480435;1973
IN;1982;6.5;5467922;1973
IN;1983;6.1999998;5450395;1973
IN;1984;5.9000001;5458322;1973
IN;1985;6.4000001;5459211;1973
IN;1986;6.4000001;5454108;1973
IN;1987;6.4000001;5473012;1973
IN;1988;;5491735;1973
IN;1989;6.3000002;5523693;1973
IN;1990;7.0999999;5555097;1973
IN;1991;;5602062;1973
IN;1992;;5648649;1973
IN;1993;;5701965;1973
IN;1994;;5745626;1973
IN;1995;;5791819;1973
IN;1996;;5834908;1973
IN;1997;;5872370;1973
IN;1998;;5907617;1973
KS;1956;2.3;2119000;1969
KS;1957;2.3;2128000;1969
KS;1958;2.2;2142000;1969
KS;1959;2.3;2160000;1969
KS;1960;2.2;2183000;1969
KS;1961;2.3;2215000;1969
KS;1962;2.4000001;2231000;1969
KS;1963;2.4000001;2217000;1969
KS;1964;2.5999999;2209000;1969
KS;1965;2.5999999;2206000;1969
KS;1966;2.7;2200000;1969
KS;1967;3;2197000;1969
KS;1968;3.0999999;2216000;1969
KS;1969;3.4000001;2236000;1969
KS;1970;3.9000001;2249071;1969
KS;1971;4.1999998;2246600;1969
KS;1972;4.4000001;2256375;1969
KS;1973;4.5999999;2265603;1969
KS;1974;5.0999999;2269499;1969
KS;1975;5.5;2280578;1969
KS;1976;5.5999999;2301001;1969
KS;1977;5.4000001;2320647;1969
KS;1978;5.4000001;2335657;1969
KS;1979;5.4000001;2350906;1969
KS;1980;5.6999998;2363679;1969
KS;1981;5.8000002;2384849;1969
KS;1982;5.0999999;2401202;1969
KS;1983;5;2415531;1969
KS;1984;5.3000002;2424086;1969
KS;1985;5.1999998;2427405;1969
KS;1986;5;2432619;1969
KS;1987;4.9000001;2445367;1969
KS;1988;5;2461996;1969
KS;1989;5;2472849;1969
KS;1990;5.0999999;2480683;1969
KS;1991;5.5706758;2495209;1969
KS;1992;5.2255664;2526042;1969
KS;1993;4.7468114;2547605;1969
KS;1994;4.6844869;2569118;1969
KS;1995;4.1361575;2586942;1969
KS;1996;4.5030031;2598266;1969
KS;1997;4.3816953;2616339;1969
KS;1998;4.0516672;2638667;1969
KY;1956;;2898000;1972
KY;1957;;2928000;1972
KY;1958;;2961000;1972
KY;1959;2.2139013;2999000;1972
KY;1960;2.4196064;3041000;1972
KY;1961;2.4000001;3054000;1972
KY;1962;2.3;3079000;1972
KY;1963;2.3;3096000;1972
KY;1964;2.5;3129000;1972
KY;1965;2.5999999;3140000;1972
KY;1966;2.0999999;3147000;1972
KY;1967;2.4000001;3172000;1972
KY;1968;3.0999999;3195000;1972
KY;1969;3;3198000;1972
KY;1970;3.3;3220711;1972
KY;1971;3.4000001;3298053;1972
KY;1972;3.5999999;3335728;1972
KY;1973;3.9000001;3371024;1972
KY;1974;4;3416315;1972
KY;1975;4.1999998;3467769;1972
KY;1976;4.5;3529257;1972
KY;1977;4.3000002;3573693;1972
KY;1978;3.8;3609976;1972
KY;1979;4.4000001;3641804;1972
KY;1980;4.5999999;3660777;1972
KY;1981;4.5;3670394;1972
KY;1982;4.4000001;3683445;1972
KY;1983;4.5999999;3694484;1972
KY;1984;4.5999999;3695453;1972
KY;1985;4.9000001;3694826;1972
KY;1986;5.0999999;3687809;1972
KY;1987;5.3000002;3683329;1972
KY;1988;5.4000001;3679999;1972
KY;1989;5.5;3677306;1972
KY;1990;5.6999998;3692584;1972
KY;1991;6.0031991;3714686;1972
KY;1992;6.4424105;3756358;1972
KY;1993;5.8568864;3792288;1972
KY;1994;5.7124696;3823215;1972
KY;1995;5.9399552;3855248;1972
KY;1996;5.4624381;3881051;1972
KY;1997;5.6440735;3907816;1972
KY;1998;5.6856222;3934310;1972
LA;1956;;3032000;2000
LA;1957;;3115000;2000
LA;1958;;3155000;2000
LA;1959;;3208000;2000
LA;1960;;3260000;2000
LA;1961;;3287000;2000
LA;1962;;3345000;2000
LA;1963;;3377000;2000
LA;1964;;3446000;2000
LA;1965;;3496000;2000
LA;1966;;3550000;2000
LA;1967;;3581000;2000
