st;year;div_rate;stpop;lfdivlaw
TX;1956;3.8;8830000;1974
TX;1957;3.8;9070000;1974
TX;1958;3.5999999;9252000;1974
TX;1959;3.8;9405000;1974
TX;1960;3.5999999;9624000;1974
TX;1961;3.5999999;9820000;1974
TX;1962;3.5999999;10053000;1974
TX;1963;3.8;10159000;1974
TX;1964;3.9000001;10270000;1974
TX;1965;3.9000001;10378000;1974
TX;1966;4;10492000;1974
TX;1967;4.1999998;10599000;1974
TX;1968;4.5;10819000;1974
TX;1969;4.1999998;11045000;1974
TX;1970;4.5999999;11198655;1974
TX;1971;4.8000002;11509848;1974
TX;1972;5.0999999;11759148;1974
TX;1973;5.3000002;12019543;1974
TX;1974;5.6999998;12268629;1974
TX;1975;6.0999999;12568843;1974
TX;1976;6.1999998;12904089;1974
TX;1977;6.1999998;13193050;1974
TX;1978;6.4000001;13500429;1974
TX;1979;6.6999998;13888371;1974
TX;1980;6.8000002;14229191;1974
TX;1981;6.9000001;14746318;1974
TX;1982;6.4000001;15331415;1974
TX;1983;6.1999998;15751676;1974
TX;1984;6.1999998;16007086;1974
TX;1985;6.0999999;16272734;1974
TX;1986;5.9000001;16561113;1974
TX;1987;5.6999998;16621791;1974
TX;1988;5.5999999;16667022;1974
TX;1989;5.5999999;16806735;1974
TX;1990;5.5;17044714;1974
TX;1991;6.1361356;17339904;1974
TX;1992;5.6089129;17650479;1974
TX;1993;5.5050454;17996764;1974
TX;1994;5.379446;18338319;1974
TX;1995;5.3480501;18679706;1974
TX;1996;;19006240;1974
TX;1997;4.9355664;19355427;1974
TX;1998;4.1769671;19712389;1974
UT;1956;2.7;809000;2000
UT;1957;1.6;826000;2000
UT;1958;1.5;845000;2000
UT;1959;1.5;870000;2000
UT;1960;2.4000001;900000;2000
UT;1961;2.5;936000;2000
UT;1962;2.5999999;958000;2000
UT;1963;2.7;974000;2000
UT;1964;3;978000;2000
UT;1965;2.9000001;994000;2000
UT;1966;3.0999999;1009000;2000
UT;1967;3.2;1019000;2000
UT;1968;3.3;1029000;2000
UT;1969;3.7;1047000;2000
UT;1970;3.7;1059273;2000
UT;1971;4;1101192;2000
UT;1972;4.3000002;1135449;2000
UT;1973;4.5;1170040;2000
UT;1974;4.6999998;1200471;2000
UT;1975;5;1236030;2000
UT;1976;4.9000001;1274928;2000
UT;1977;5.3000002;1319512;2000
UT;1978;5.1999998;1367510;2000
UT;1979;5.4000001;1420238;2000
UT;1980;5.3000002;1461037;2000
UT;1981;5.3000002;1515471;2000
UT;1982;5.4000001;1558314;2000
UT;1983;5.3000002;1594943;2000
UT;1984;5;1622342;2000
UT;1985;5.3000002;1642910;2000
UT;1986;5.1999998;1662834;2000
UT;1987;5.3000002;1678119;2000
UT;1988;4.8000002;1689372;2000
UT;1989;4.8000002;1705864;2000
UT;1990;5.1999998;1729722;2000
UT;1991;4.7405643;1771941;2000
UT;1992;5.3252873;1821498;2000
UT;1993;4.796926;1875993;2000
UT;1994;4.6041412;1930436;2000
UT;1995;4.502285;1976774;2000
UT;1996;4.5988312;2022253;2000
UT;1997;4.4369192;2065397;2000
UT;1998;4.206017;2100562;2000
VA;1956;1.9;3722000;2000
VA;1957;1.7;3844000;2000
VA;1958;1.7;3914000;2000
VA;1959;1.8;3951000;2000
VA;1960;1.9;3986000;2000
VA;1961;1.8;4095000;2000
VA;1962;1.8;4180000;2000
VA;1963;1.9;4276000;2000
VA;1964;2;4357000;2000
VA;1965;2;4411000;2000
VA;1966;2.0999999;4456000;2000
VA;1967;2.0999999;4508000;2000
VA;1968;2.3;4558000;2000
VA;1969;2.4000001;4614000;2000
VA;1970;2.5999999;4651448;2000
VA;1971;2.8;4750838;2000
VA;1972;2.9000001;4824472;2000
VA;1973;3.3;4901292;2000
VA;1974;3.4000001;4971069;2000
VA;1975;3.9000001;5047395;2000
VA;1976;4.1999998;5121863;2000
VA;1977;4.0999999;5193112;2000
VA;1978;4.3000002;5270240;2000
VA;1979;4.4000001;5307945;2000
VA;1980;4.4000001;5346818;2000
VA;1981;4.5999999;5444097;2000
VA;1982;4.8000002;5492783;2000
VA;1983;4.5999999;5564657;2000
VA;1984;4.4000001;5643870;2000
VA;1985;4.1999998;5715153;2000
VA;1986;4.3000002;5811700;2000
VA;1987;4.3000002;5932268;2000
VA;1988;4.3000002;6036909;2000
VA;1989;4.1999998;6120246;2000
VA;1990;4.4000001;6213526;2000
VA;1991;4.4876924;6283853;2000
VA;1992;4.6527548;6383315;2000
VA;1993;4.6429935;6464795;2000
VA;1994;4.5072713;6536771;2000
VA;1995;4.3778644;6601392;2000
VA;1996;4.2907567;6665491;2000
VA;1997;4.6520967;6732878;2000
VA;1998;4.4136114;6789225;2000
VT;1956;1.4;377000;2000
VT;1957;1.4;376000;2000
VT;1958;1.3;380000;2000
VT;1959;1.3;387000;2000
VT;1960;1.2;389000;2000
VT;1961;1.2;390000;2000
VT;1962;1.2;393000;2000
VT;1963;1.3;397000;2000
VT;1964;1.5;399000;2000
VT;1965;1.5;404000;2000
VT;1966;1.5;413000;2000
VT;1967;1.6;423000;2000
VT;1968;1.8;430000;2000
VT;1969;1.8;437000;2000
VT;1970;2.3;444732;2000
VT;1971;2.5999999;454318;2000
VT;1972;2.7;463143;2000
VT;1973;3.4000001;468430;2000
VT;1974;3.4000001;473002;2000
VT;1975;4;479713;2000
VT;1976;3.9000001;484928;2000
VT;1977;4.3000002;491931;2000
VT;1978;4.0999999;498109;2000
VT;1979;4.5;505372;2000
VT;1980;5.0999999;511456;2000
VT;1981;4.4000001;515594;2000
VT;1982;5;519109;2000
VT;1983;4.9000001;523302;2000
VT;1984;4.4000001;526660;2000
VT;1985;4.4000001;530035;2000
VT;1986;4.5;534066;2000
VT;1987;4.4000001;540267;2000
VT;1988;4.5999999;549763;2000
VT;1989;4.5;557707;2000
VT;1990;4.4000001;564526;2000
VT;1991;4.7607207;567141;2000
VT;1992;5.2620964;570115;2000
VT;1993;4.0348153;574004;2000
VT;1994;4.7780271;578900;2000
VT;1995;4.8041701;582827;2000
VT;1996;4.2636504;586352;2000
VT;1997;4.7208514;588665;2000
VT;1998;4.3330359;590579;2000
WA;1956;3.2;2668000;1973
WA;1957;4.6999998;2724000;1973
WA;1958;3.2;2773000;1973
WA;1959;3.3;2821000;1973
WA;1960;3.3;2855000;1973
WA;1961;3.2;2882000;1973
WA;1962;3.3;2942000;1973
WA;1963;3.4000001;2955000;1973
WA;1964;3.7;2961000;1973
WA;1965;3.9000001;2967000;1973
WA;1966;3.8;3057000;1973
WA;1967;4;3174000;1973
WA;1968;4.8000002;3270000;1973
WA;1969;4.9000001;3343000;1973
WA;1970;5.1999998;3413244;1973
WA;1971;5.5999999;3447553;1973
WA;1972;6;3447885;1973
WA;1973;6.1999998;3478782;1973
WA;1974;6.6999998;3549946;1973
WA;1975;7.0999999;3621339;1973
WA;1976;7.3000002;3693610;1973
WA;1977;7.0999999;3776050;1973
WA;1978;6.8000002;3889073;1973
WA;1979;6.6999998;4017632;1973
WA;1980;6.9000001;4132156;1973
WA;1981;7;4235731;1973
WA;1982;6.5;4276552;1973
WA;1983;6.4000001;4300266;1973
WA;1984;6.1999998;4343656;1973
WA;1985;6;4400098;1973
WA;1986;5.9000001;4452720;1973
WA;1987;5.9000001;4531901;1973
WA;1988;5.6999998;4639893;1973
WA;1989;5.6999998;4746316;1973
WA;1990;5.9000001;4900780;1973
WA;1991;5.8841796;5013443;1973
WA;1992;5.7209454;5139011;1973
WA;1993;5.7122126;5247704;1973
WA;1994;5.1388068;5334896;1973
WA;1995;5.4685822;5431024;1973
WA;1996;4.8094697;5509963;1973
WA;1997;5.1778116;5604105;1973
WA;1998;5.0609794;5687832;1973
WI;1956;1.2;3742000;2000
WI;1957;1.2;3791000;2000
WI;1958;1.2;3843000;2000
WI;1959;1.2;3891000;2000
WI;1960;.89999998;3962000;2000
WI;1961;1.1;4009000;2000
WI;1962;1.1;4049000;2000
WI;1963;1.2;4112000;2000
WI;1964;1.3;4165000;2000
WI;1965;1.3;4232000;2000
WI;1966;1.3;4274000;2000
WI;1967;1.4;4303000;2000
WI;1968;1.7;4345000;2000
WI;1969;1.9;4378000;2000
WI;1970;2;4417821;2000
WI;1971;2;4462155;2000
WI;1972;2.3;4502412;2000
WI;1973;2.5999999;4524244;2000
WI;1974;2.7;4545782;2000
WI;1975;2.9000001;4578986;2000
WI;1976;3.2;4595904;2000
WI;1977;3.2;4626514;2000
WI;1978;3.5;4646108;2000
WI;1979;3.7;4682811;2000
WI;1980;3.7;4705767;2000
WI;1981;3.9000001;4726343;2000
WI;1982;3.7;4728870;2000
WI;1983;3.5;4721438;2000
WI;1984;3.5;4735563;2000
WI;1985;3.5;4747767;2000
WI;1986;3.4000001;4755618;2000
WI;1987;3.5;4777919;2000
WI;1988;3.5;4822388;2000
WI;1989;3.7;4856574;2000
WI;1990;3.5999999;4902265;2000
WI;1991;3.5940173;4952675;2000
WI;1992;3.6566095;5004636;2000
WI;1993;3.4573493;5055318;2000
WI;1994;3.5052469;5095504;2000
WI;1995;3.4066548;5137004;2000
WI;1996;3.3437524;5173828;2000
WI;1997;3.2858131;5200235;2000
WI;1998;3.3827231;5222124;2000
WV;1956;;1857000;2000
WV;1957;;1843000;2000
WV;1958;1.9;1845000;2000
WV;1959;1.8;1855000;2000
WV;1960;1.9;1853000;2000
WV;1961;2.0999999;1828000;2000
WV;1962;2.0999999;1809000;2000
WV;1963;2.0999999;1796000;2000
WV;1964;2.0999999;1797000;2000
WV;1965;2.0999999;1786000;2000
WV;1966;2.2;1775000;2000
WV;1967;2.2;1769000;2000
WV;1968;2.4000001;1763000;2000
WV;1969;2.5999999;1746000;2000
WV;1970;3.2;1744237;2000
WV;1971;3.5;1770657;2000
WV;1972;3.5;1797648;2000
WV;1973;3.9000001;1806360;2000
WV;1974;4;1815447;2000
WV;1975;4.6999998;1842250;2000
WV;1976;4.6999998;1879503;2000
WV;1977;5;1908088;2000
WV;1978;5.0999999;1923395;2000
WV;1979;5.1999998;1942146;2000
WV;1980;5.3000002;1949644;2000
WV;1981;5.5;1954124;2000
WV;1982;5.1999998;1949604;2000
WV;1983;5.1999998;1945061;2000
WV;1984;4.9000001;1927697;2000
WV;1985;5.0999999;1906831;2000
WV;1986;5.0999999;1882350;2000
WV;1987;4.8000002;1857585;2000
WV;1988;5;1830215;2000
WV;1989;5.0999999;1806568;2000
WV;1990;5.4000001;1792481;2000
WV;1991;5.6166902;1798212;2000
WV;1992;5.4833612;1805462;2000
WV;1993;5.0540171;1816179;2000
WV;1994;5.3285966;1818490;2000
WV;1995;5.1632466;1820560;2000
WV;1996;4.3980622;1818983;2000
WV;1997;5.2913985;1815588;2000
WV;1998;5.1410618;1811688;2000
WY;1956;3.5999999;312000;1977
WY;1957;3.5999999;314000;1977
WY;1958;3.8;315000;1977
WY;1959;3.8;320000;1977
WY;1960;4;331000;1977
WY;1961;3.9000001;337000;1977
WY;1962;4;333000;1977
WY;1963;4.0999999;336000;1977
WY;1964;4.1999998;339000;1977
WY;1965;4.3000002;332000;1977
WY;1966;4.5999999;323000;1977
WY;1967;4.9000001;322000;1977
WY;1968;5.0999999;324000;1977
WY;1969;5.4000001;329000;1977
WY;1970;5.4000001;332416;1977
WY;1971;5.8000002;340285;1977
WY;1972;6.4000001;347345;1977
WY;1973;6.4000001;354061;1977
WY;1974;6.9000001;365501;1977
WY;1975;7.5;381695;1977
WY;1976;7.1999998;396952;1977
WY;1977;7.4000001;413354;1977
WY;1978;7.3000002;432880;1977
WY;1979;7.8000002;454378;1977
WY;1980;8.5;469557;1977
WY;1981;8.5;491712;1977
WY;1982;7.8000002;506400;1977
WY;1983;7.6999998;510345;1977
WY;1984;7.3000002;504896;1977
WY;1985;7.5;499695;1977
WY;1986;7;495633;1977
WY;1987;6.5;476965;1977
WY;1988;6.9000001;465101;1977
WY;1989;6.5999999;458374;1977
WY;1990;6.9000001;453401;1977
WY;1991;6.9908834;457739;1977
WY;1992;6.9041252;463491;1977
WY;1993;6.5475135;469033;1977
WY;1994;6.4528761;474982;1977
WY;1995;6.6883063;478447;1977
WY;1996;6.45719;480085;1977
WY;1997;6.1850171;480031;1977
WY;1998;5.9036131;480045;1977
